slug,category,filename,aspect,prompt
pure-de-calabaza-asada-y-manzana,papilla,receta-pure-de-calabaza-asada-y-manzana.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de calabaza asada y manzana, con calabaza, manzana, servido de forma apetitosa y natural"
pure-de-espinaca-y-papa,papilla,receta-pure-de-espinaca-y-papa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de espinaca y papa, con papa, espinacas frescas, servido de forma apetitosa y natural"
pure-de-espinacas-y-papa,almuerzo,receta-pure-de-espinacas-y-papa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Puré de Espinacas y Papa, con papa, espinacas frescas, mantequilla o aceite de oliva, servido de forma apetitosa y natural"
pure-de-fresas-y-platano,papilla,receta-pure-de-fresas-y-platano.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de fresas y plátano, con plátano maduro, fresas frescas, servido de forma apetitosa y natural"
pure-de-lentejas-y-calabacin,papilla,receta-pure-de-lentejas-y-calabacin.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de Lentejas y Calabacín, con lentejas cocidas, calabacín, servido de forma apetitosa y natural"
pure-de-mango-y-coco,papilla,receta-pure-de-mango-y-coco.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de mango y coco, con mango maduro, leche de coco natural, servido de forma apetitosa y natural"
pure-de-papa-con-brocoli,almuerzo,receta-pure-de-papa-con-brocoli.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Puré de Papa con Brócoli, con papa, brócoli, mantequilla, servido de forma apetitosa y natural"
pure-de-papa-y-aguacate,papilla,receta-pure-de-papa-y-aguacate.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de papa y aguacate, con papa, aguacate maduro, leche materna o fórmula, servido de forma apetitosa y natural"
pure-de-papa-y-coliflor,papilla,receta-pure-de-papa-y-coliflor.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de papa y coliflor, con papa, coliflor, servido de forma apetitosa y natural"
pure-de-pera-y-papa,papilla,receta-pure-de-pera-y-papa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de pera y papa, con pera madura, papa, servido de forma apetitosa y natural"
pure-de-remolacha-y-naranja,papilla,receta-pure-de-remolacha-y-naranja.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de remolacha y naranja, con remolacha, naranja, servido de forma apetitosa y natural"
pure-de-sandia-y-fresas,papilla,receta-pure-de-sandia-y-fresas.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de Sandía y Fresas, con sandía, fresas, servido de forma apetitosa y natural"
pure-de-zanahoria-y-chirivia,papilla,receta-pure-de-zanahoria-y-chirivia.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de zanahoria y chirivía, con zanahoria, chirivía, servido de forma apetitosa y natural"
pure-de-zanahoria-y-papa,papilla,receta-pure-de-zanahoria-y-papa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré de zanahoria y papa, con zanahoria, papa, servido de forma apetitosa y natural"
pure-espeso-de-camote-y-papa,papilla,receta-pure-espeso-de-camote-y-papa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré espeso de camote y papa, con camote, papa, servido de forma apetitosa y natural"
pure-rapido-de-platano-y-durazno,papilla,receta-pure-rapido-de-platano-y-durazno.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Puré rápido de plátano y durazno, con plátano maduro, durazno, leche materna o fórmula, servido de forma apetitosa y natural"
quequitos-de-pure-de-manzana,colacion,receta-quequitos-de-pure-de-manzana.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Quequitos de puré de manzana y canela, con harina de avena, puré de manzana, huevo, servido de forma apetitosa y natural"
quesadilla-mananera-de-frijol-y-queso,desayuno,receta-quesadilla-mananera-de-frijol-y-queso.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Quesadilla Mañanera de Frijol y Queso, con tortilla de maíz, frijoles negros cocidos, queso fresco, servido de forma apetitosa y natural"
quesadillas-de-atun-y-calabacita,cena,receta-quesadillas-de-atun-y-calabacita.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Quesadillas de Atún y Calabacita, con tortillas de maíz, atún en agua, calabacita, servido de forma apetitosa y natural"
quinoa-con-verduras-al-vapor,almuerzo,receta-quinoa-con-verduras-al-vapor.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Quinua con Verduras al Vapor, con quinua cocida, zanahoria, calabacita, servido de forma apetitosa y natural"
quinua-salteada-con-pavo-y-verduras,cena,receta-quinua-salteada-con-pavo-y-verduras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Quinua Salteada con Pavo y Verduras, con quinua, pavo molido, zanahoria, servido de forma apetitosa y natural"
risotto-de-champinones,almuerzo,receta-risotto-de-champinones.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Risotto de Champiñones, con arroz arborio u otro arroz redondo, champiñones, queso parmesano rallado, servido de forma apetitosa y natural"
rollitos-de-banana,colacion,receta-rollitos-de-banana.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Rollitos de Banana, con huevo, harina de avena, leche, servido de forma apetitosa y natural"
rollitos-de-calabacita-y-jamon,cena,receta-rollitos-de-calabacita-y-jamon.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Rollitos de Calabacita y Jamón Cocido, con calabacita, jamón cocido, queso mozzarella o queso crema, servido de forma apetitosa y natural"
rollitos-de-jamon,lonchera,receta-rollitos-de-jamon.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Rollitos de Jamón, con jamón de pavo, queso en rebanadas, aguacate, servido de forma apetitosa y natural"
rollitos-de-pan-rellenos,desayuno,receta-rollitos-de-pan-rellenos.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Rollitos de Pan Rellenos, con pan de molde, crema de maní, banana, servido de forma apetitosa y natural"
rollitos-de-sandwich-estilo-sushi,lonchera,receta-rollitos-de-sandwich-estilo-sushi.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Rollitos de Sándwich Estilo Sushi, con pan integral, salmón cocido, mantequilla, servido de forma apetitosa y natural"
rollo-de-zanahoria,lonchera,receta-rollo-de-zanahoria.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Rollo de Zanahoria, con zanahoria, huevo, maicena, servido de forma apetitosa y natural"
salchichas-de-pollo-caseras,lonchera,receta-salchichas-de-pollo-caseras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Salchichas de Pollo Caseras, con pechuga de pollo molida, zanahoria, mostaza, servido de forma apetitosa y natural"
salpicon-de-frutas,colacion,receta-salpicon-de-frutas.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Salpicón de Frutas, con piña, mango, fresas, servido de forma apetitosa y natural"
salsa-de-algarroba,colacion,receta-salsa-de-algarroba.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Salsa de algarroba (chocolate BLW), con harina de algarroba, bebida de avena, servido de forma apetitosa y natural"
salsa-de-tomate-casera,almuerzo,receta-salsa-de-tomate-casera.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Salsa de Tomate Casera, con tomate, zanahoria, servido de forma apetitosa y natural"
sandwich-de-frutas,lonchera,receta-sandwich-de-frutas.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Sándwich de Frutas, con pan integral, crema de maní, banana, servido de forma apetitosa y natural"
snack-de-manzana,colacion,receta-snack-de-manzana.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Snack de Manzana, con manzana, crema de maní o de almendras, granola o maní finamente triturado, servido de forma apetitosa y natural"
sopa-de-fideos-con-pollo-y-zanahoria,cena,receta-sopa-de-fideos-con-pollo-y-zanahoria.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Sopa de Fideos con Pollo y Zanahoria, con pechuga de pollo, fideos finos, zanahoria, servido de forma apetitosa y natural"
sorbete-de-mango-y-avena,postre,receta-sorbete-de-mango-y-avena.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Sorbete de Mango y Avena, con leche, avena instantánea, mango, servido de forma apetitosa y natural"
tacos-caseros,lonchera,receta-tacos-caseros.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Tacos Caseros, con tortillas de maíz, pechuga de pollo cocida, lechuga, servido de forma apetitosa y natural"
tallarines-con-salsa-de-calabaza,almuerzo,receta-tallarines-con-salsa-de-calabaza.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Tallarines con Salsa de Calabaza, con tallarines integrales, calabaza, leche, servido de forma apetitosa y natural"
tarta-de-cacao-y-espelta-inflada,postre,receta-tarta-de-cacao-y-espelta-inflada.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Tarta de cacao con espelta inflada y crema de fresas y dátiles, con espelta inflada, dátiles, cacao en polvo sin azúcar, servido de forma apetitosa y natural"
tarta-de-manzana-sin-azucar,postre,receta-tarta-de-manzana-sin-azucar.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Tarta de manzana sin azúcar, con manzana, harina de avena, huevo, servido de forma apetitosa y natural"
tarta-fria-de-fresas-y-platano,postre,receta-tarta-fria-de-fresas-y-platano.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Tarta fría de fresas y plátano (sin huevo, sin lácteos, sin horno), con fresas frescas, plátano maduro, hojuelas de avena, servido de forma apetitosa y natural"
tequenos,lonchera,receta-tequenos.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Tequeños, con harina de trigo, huevo, mantequilla, servido de forma apetitosa y natural"
tilapia-al-horno-con-tomate-y-perejil,cena,receta-tilapia-al-horno-con-tomate-y-perejil.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Tilapia al Horno con Tomate y Perejil, con filetes de tilapia, tomate, servido de forma apetitosa y natural"
